track,surface,rail,post,trainer_win_pct,jockey_win_pct,tj_win,days_since,start_since_layoff,ep,lp,last_track,this_track,win
Mountaineer Park,,,3,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,4,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,5,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,6,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,7,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,8,,,,,,,,,Mountaineer Park,0
Mountaineer Park,,,9,,,,,,,,,Mountaineer Park,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,7,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,7,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,8,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,7,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,8,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,1,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,2,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,3,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,4,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,5,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,6,,,,,,,,,Presque Isle Downs,0
Presque Isle Downs,,,7,,,,,,,,,Presque Isle Downs,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,7,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,7,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,7,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,7,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,8,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,1,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,2,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,3,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,4,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,5,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,6,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,7,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,8,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,9,,,,,,,,,Prairie Meadows,0
Prairie Meadows,,,10,,,,,,,,,Prairie Meadows,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,8,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,1,,,,,,,,,Parx Racing,0
Parx Racing,,,2,,,,,,,,,Parx Racing,0
Parx Racing,,,3,,,,,,,,,Parx Racing,0
Parx Racing,,,4,,,,,,,,,Parx Racing,0
Parx Racing,,,5,,,,,,,,,Parx Racing,0
Parx Racing,,,6,,,,,,,,,Parx Racing,0
Parx Racing,,,7,,,,,,,,,Parx Racing,0
Parx Racing,,,8,,,,,,,,,Parx Racing,0
Parx Racing,,,9,,,,,,,,,Parx Racing,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,7,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,7,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,1,,,,,,,,,Thistledown,0
Thistledown,,,2,,,,,,,,,Thistledown,0
Thistledown,,,3,,,,,,,,,Thistledown,0
Thistledown,,,4,,,,,,,,,Thistledown,0
Thistledown,,,5,,,,,,,,,Thistledown,0
Thistledown,,,6,,,,,,,,,Thistledown,0
Thistledown,,,7,,,,,,,,,Thistledown,0
Thistledown,,,8,,,,,,,,,Thistledown,0
Thistledown,,,9,,,,,,,,,Thistledown,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,10,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,10,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,10,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,10,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,10,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,9,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,1,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,2,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,3,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,4,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,5,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,6,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,7,,,,,,,,,Will Rogers Downs,0
Will Rogers Downs,,,8,,,,,,,,,Will Rogers Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,6,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,6,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,7,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,6,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,7,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,8,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,6,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,7,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,1,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,2,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,3,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,4,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,5,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,6,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,7,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,8,,,,,,,,,Assiniboia Downs,0
Assiniboia Downs,,,9,,,,,,,,,Assiniboia Downs,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,6,,,,,,,,,Fort Erie,0
Fort Erie,,,7,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,6,,,,,,,,,Fort Erie,0
Fort Erie,,,7,,,,,,,,,Fort Erie,0
Fort Erie,,,8,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,1,,,,,,,,,Fort Erie,0
Fort Erie,,,2,,,,,,,,,Fort Erie,0
Fort Erie,,,3,,,,,,,,,Fort Erie,0
Fort Erie,,,4,,,,,,,,,Fort Erie,0
Fort Erie,,,5,,,,,,,,,Fort Erie,0
Fort Erie,,,6,,,,,,,,,Fort Erie,0
Fort Erie,,,7,,,,,,,,,Fort Erie,0
Fort Erie,,,8,,,,,,,,,Fort Erie,0
Fort Erie,,,9,,,,,,,,,Fort Erie,0
Finger Lakes,,,1,,,,,,,,,Finger Lakes,0
Finger Lakes,,,2,,,,,,,,,Finger Lakes,0
Finger Lakes,,,3,,,,,,,,,Finger Lakes,0
Finger Lakes,,,4,,,,,,,,,Finger Lakes,0
Finger Lakes,,,5,,,,,,,,,Finger Lakes,0
Finger Lakes,,,6,,,,,,,,,Finger Lakes,0
Finger Lakes,,,7,,,,,,,,,Finger Lakes,0
Finger Lakes,,,8,,,,,,,,,Finger Lakes,0
Finger Lakes,,,1,,,,,,,,,Finger Lakes,0
Finger Lakes,,,2,,,,,,,,,Finger Lakes,0
Finger Lakes,,,3,,,,,,,,,Finger Lakes,0
Finger Lakes,,,4,,,,,,,,,Finger Lakes,0
Finger Lakes,,,5,,,,,,,,,Finger Lakes,0
Finger Lakes,,,6,,,,,,,,,Finger Lakes,0
Finger Lakes,,,1,,,,,,,,,Finger Lakes,0
